blockNumber,timestamp,transactionHash,from,to,fromIsContract,toIsContract,callType,callingFunction,value,isError
6297443,1536457718,0x6fb85182327c0047932160010481f11518ebff5183dabd2eaeee104b20031d23,0x4ac373f7daf010534ec060c56a2420eca9e854ee,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,0.01,None
6297447,1536457735,0x43b2a147a32499f81a65fd2dd42897b1229000e7b21cec71cb78f0647c3baad7,0x4ac373f7daf010534ec060c56a2420eca9e854ee,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,0.01,None
7399165,1552997141,0xabb25390b592a3c1ec801150a2484aaa244e5f6a951945511ba2a93c4a45bb2b,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0xcc0ca0e1ddf3b8e8675634d3813b3f2b8683b964,0,0,call,0x,10.20088375,None
6298666,1536475861,0xfecaa098c6a7bea4d38f255b2f505142e2ee30b0316c82eec70a081ce2b9a70b,0x1f973b233f5ebb1e5d7cfe51b9ae4a32415a3a08,0x3a81ddf43282c6cd2f0cc5cbdaadb242942c0a4f,0,0,call,0x,5.02,None
6298749,1536477047,0x747a86502b5808a13ecbf1b93de33064fa1dc29bfa09eb36d14e50e3050f7b2b,0x3a81ddf43282c6cd2f0cc5cbdaadb242942c0a4f,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,5.0,None
6297048,1536451750,0xdc06c8e3b3336981c54f53dc1b95f2d9aa2876fbd6164fe16f1183a347bd8678,0x5324f44484da80161bac5b223ff7bde79d6284cf,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,0.4,None
6324749,1536851290,0x66069df3872c7fd7eceb0c0aa5189d765cf8c6a744709f5154f58d88d153034c,0x416299aade6443e6f6e8ab67126e65a7f606eef5,0x5324f44484da80161bac5b223ff7bde79d6284cf,0,0,call,0x,2.65038283,None
6299029,1536481136,0x0cbdbb02789754a1080dbccc285d87958b66aee73a00ec0735bef22d61d7c7ec,0xea25b74e54dc6ba205848b0b99d2289b7b1dace0,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,0.01777475,None
6239548,1535616721,0xe998c84f1a10e88788d962c3a88c6292836e07b10cf873ff27b7bba06190cc6c,0x416299aade6443e6f6e8ab67126e65a7f606eef5,0xe5d9aef675d28b70603585c617312b8e0f5d2d93,0,0,call,0x,1.20334395,None
6305650,1536577560,0xa70ac84b4a99d6e10bcc5a76c490de839bd417f838b6c89a226f3517813176eb,0x416299aade6443e6f6e8ab67126e65a7f606eef5,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,1.67297,None
6298600,1536474917,0x2113b3b013819c28c3ceafbdba10ed14b94ca12998e8cd76d255575a4d5bedd0,0x1f973b233f5ebb1e5d7cfe51b9ae4a32415a3a08,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,0.99,None
6298609,1536475129,0xccdc0ea16386d69420e33d92584a4a753b5876710b94ef72bf4918a44d9dc7a0,0x1f973b233f5ebb1e5d7cfe51b9ae4a32415a3a08,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,1.001,None
6298229,1536469418,0xcdf09ebd4493e9043f46c2d2a2cd6213a38208deb873d86df5a2cc9715ee6b98,0xe5d9aef675d28b70603585c617312b8e0f5d2d93,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,0.1,None
6297143,1536453157,0x4f9e9709d83ca00315847ac2c73cf6659d7f293d37b89e6e0a980fd2a835872c,0xe45d91e00f743a609ee31d5b346cd1e2bb48586c,0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,0,0,call,0x,1.0,None
